voltage,model,dcr_enabled,ap_enabled,n_params,bic,dcr_bic_selected,bic_selected,converged,logl,n_iter,n_events,chi_sq,ndf,p_value,lam,lam_err,ped_ped_mean,ped_ped_mean_err,ped_ped_sigma,ped_ped_sigma_err,spe_spe_mean,spe_spe_sigma,spe_spe_res,spe_xi,spe_rho,spe_beta,spe_alpha,spe_mean_ap,spe_total_mean,spe_ap_charge_mean,spe_beta_shape_b,spe_spe_sigma_err,spe_spe_mean_err,spe_xi_err,spe_rho_err,spe_beta_err,spe_ap_charge_mean_err,spe_beta_shape_b_err,spe_alpha_err,spe_spe_res_err,spe_theta,spe_theta_err,spe_ap_charge_fraction,spe_ap_charge_fraction_err,dark_enabled,dark_mu_dark,dark_mu_dark_err,dark_log_mu_dark,dark_log_mu_dark_err
54.0,DCR_on_AP_off,True,False,8,3566.6882967683355,False,True,True,-1731.8549659829587,105,390040,497.49912660490253,380,4.579124663204048e-05,0.6995683788906596,0.001907331514576753,0.10237677643499069,0.020783032526880896,8.734343467724784,0.01542635357873369,62.949484553386675,3.40621109333396,0.05411023009164109,0.006074474090971312,,,,,,,,0.04796315858465319,0.07494886724313977,0.0011795082444104531,,,,,,0.0007646497656201757,0.006074474090971312,0.0011795082444104531,,,True,0.054040007143823864,0.0021063313795080026,-2.9180306336950355,0.038977259457093384
54.0,DCR_off_AP_on,False,True,9,4264.4791176593135,False,False,True,-2074.3142286282964,226,390040,1447.265748267592,379,2.0492144061235932e-124,0.7273071040622632,0.001597441793015313,0.29804437586762356,0.019642658697193453,8.954608544787831,0.014347813317567142,62.625211139532766,3.5912527985277296,0.05734516072969719,0.003354001474770508,0.008387830940156887,0.3676357209882062,0.0030836662752117606,0.00845878177161689,62.818326391101756,22.830149397751775,3.486184960813253,0.057706134227801624,0.08319445213723914,0.001179582802881376,0.00036702745001071014,0.00102686058777637,1.0014744500963695,0.015457677877938917,0.00013520702258301747,0.0009245958290566688,0.003354001474770508,0.001179582802881376,0.3645520547129944,0.0159988855091055,False,,,,
54.5,DCR_on_AP_on,True,True,10,3796.8233578777713,False,True,True,-1834.8560909722,334,331800,512.4714465367965,463,0.05558996228877377,0.8076508948836767,0.0020602688351778952,0.24212758825306124,0.022528326583364365,8.672627556943306,0.017236899927793814,76.3520074518455,3.7301707734736995,0.0488549142054488,0.006658941952644037,0.004636761709497271,0.42869653223038123,0.0019877636656400947,0.004658361421364855,76.50377719805695,32.58007107722293,2.6870375003708316,0.04750560585084931,0.07179046631659218,0.0013081689151524633,0.0003634330171519414,0.032793598985816345,3.5683849529697826,0.35854402255868606,0.00021770500624434524,0.0006238853868193005,0.006658941952644037,0.0013081689151524633,0.42670876856474116,0.046737689817560164,True,0.05687661458288935,0.001788283147085284,-2.86687101384338,0.031441448479306425
54.5,DCR_off_AP_off,False,False,7,7457.0283588089405,False,False,True,-3684.0252678277902,62,331800,7505.643548810667,470,0.0,0.8375452633190305,0.0018930169416022332,0.5290886901214926,0.022047419841852475,8.96302844269675,0.016088211173378386,75.99522690876957,4.840236085693413,0.06369131697578849,0.0074545757436271605,,,,,,,,0.03278127623233949,0.05074797474930643,0.0012309573582422765,,,,,,0.00043345139529892,0.0074545757436271605,0.0012309573582422765,,,False,,,,
54.5,DCR_on_AP_off,True,False,8,3831.708752071472,False,False,True,-1865.0099056623876,109,331800,574.6672873900654,466,0.0004238631875950492,0.8039370683191123,0.0020175642350957,0.2251264794768561,0.022332215990755078,8.638481029621412,0.016590595360592198,76.38903211032425,3.8636672160270003,0.05057882145236413,0.007779469724691917,,,,,,,,0.0435735804064624,0.06705348538603041,0.0012724736244257321,,,,,,0.0005721419110654658,0.007779469724691917,0.0012724736244257321,,,True,0.06524117593823271,0.0015362872351179038,-2.729664476587466,0.023547816436852526
54.5,DCR_off_AP_on,False,True,9,6219.337121909237,False,False,True,-3052.4685317846015,140,331800,6462.314974223985,468,0.0,0.8366438002683165,0.0018925974608371855,0.46357651516696813,0.022286816652798153,9.033657968923725,0.016397426463570654,76.02540809610072,3.78053340107741,0.04972723587749226,0.0029401474859418876,0.014666002627777232,0.4258618495741724,0.0062456910049248845,0.014884295748334926,76.50023930359228,31.901489698945152,2.766260686479137,0.04896913180466944,0.07350666175406811,0.0012669559395706445,0.0005293427866152711,0.011477468972845396,1.4373445604191084,0.12848175067857923,0.0002813392981215133,0.0006459072982541533,0.0029401474859418876,0.0012669559395706445,0.4196161585692475,0.018910460486658252,False,,,,
55.0,DCR_on_AP_on,True,True,10,4471.080587434465,False,True,True,-2171.7205734383315,310,349440,560.9132690788388,561,0.4930925512710271,0.8996408517252746,0.0020812434890500726,0.2324911713776129,0.022661434686275798,8.722676883965889,0.01722692850880131,89.71545065053391,3.8731928492122822,0.04317197117249538,0.010167669576299082,0.007567310153879068,0.4399027791868409,0.0033288807676602025,0.007625010976867758,90.01410268876644,39.16742403893721,2.581125915319107,0.04138904957305694,0.06288807559169622,0.001260009353793228,0.0001522554870453406,0.00877130057723168,1.1098164541930107,0.09134659676991941,9.429560587868588e-05,0.00046232841543046387,0.010167669576299082,0.001260009353793228,0.4365738984191807,0.012374189694044002,True,0.06129297728640873,0.0015462578977833694,-2.7920900056304063,0.02522732564544945
55.0,DCR_off_AP_off,False,False,7,15719.604869927478,False,False,True,-7815.128630768508,67,349440,22236.220871766283,557,0.0,0.9321633184267494,0.001978732553057624,0.6000303053172145,0.022736045182435067,9.135177365490156,0.016624718378535727,89.29296704365763,5.574942576306957,0.06243428526214415,0.011989192395156768,,,,,,,,0.02935824158200889,0.046083201853500455,0.0012014251336613818,,,,,,0.0003303607239527917,0.011989192395156768,0.0012014251336613818,,,False,,,,
55.0,DCR_on_AP_off,True,False,8,4693.294712802488,False,False,True,-2295.591580178123,112,349440,827.4671323831822,556,5.449731799087085e-13,0.8925036170130102,0.0020479238927747236,0.19189334560406934,0.022436824738002414,8.660454043609272,0.01667691194743265,89.78345432253296,4.03904700890387,0.04498654055338779,0.011711876824022572,,,,,,,,0.039211654317830046,0.05999528473977002,0.0012404210374012943,,,,,,0.0004377692049620309,0.011711876824022572,0.0012404210374012943,,,True,0.07814940915243732,0.0013004914266210967,-2.5491327825726966,0.016641090965695896
55.0,DCR_off_AP_on,False,True,9,10726.630270780051,False,False,True,-5305.877387139015,131,349440,9490.133442080312,572,0.0,0.9305322524388057,0.0019776904055297004,0.4861324613180676,0.022956324496708584,9.266975410793291,0.016934439291645568,89.38408460769823,3.8193320725068167,0.04272944215147084,0.005750437306564309,0.018484491365670402,0.45435732696625547,0.008398564087236833,0.018832602442919656,90.13478257065498,39.86161579272263,2.4847195895163243,0.045011996112193906,0.06803309244427036,0.0012298275689632322,0.000283340443145511,0.010097638030304027,1.076595762220121,0.09967682391209906,0.00022674111760558781,0.000504628656699602,0.005750437306564309,0.0012298275689632322,0.4459587628790186,0.01204938432803495,False,,,,
55.5,DCR_on_AP_on,True,True,10,5153.366125485419,False,True,True,-2513.1772827049717,362,328160,782.4971171322798,667,0.001288361332631344,0.9734918445919378,0.0022327500974593127,0.22527753640473566,0.024022223901311278,8.742379640205815,0.018273139956568103,103.01112764723155,4.088602164610065,0.039690878626353406,0.012627412869798705,0.012150438774046127,0.4023527882681512,0.004888762919418916,0.01229988780778222,103.51472462836087,40.943217450380736,3.0319019394150537,0.03999663657335142,0.06040455707771406,0.0012816176445163325,0.0005073859908505082,0.014242507174206921,2.2414875362367046,0.1781383044216945,0.00026762607399837045,0.0003889718496697893,0.012627412869798705,0.0012816176445163325,0.39746402534873226,0.021760912266089397,True,0.06630963323802148,0.0015310219664206703,-2.713420094637295,0.023088982575502966
56.0,DCR_on_AP_on,True,True,10,5836.570550716739,False,True,True,-2854.0396594391204,414,380520,796.4741222130174,777,0.3061419953843937,1.0359654379142305,0.0021453006107809585,0.23653691090612586,0.02290219722899238,8.749727000919943,0.017511827893412057,116.17221670723038,4.363566092866788,0.037561184735448075,0.013650951654807128,0.0173973561992948,0.3995943286452349,0.006951884870659221,0.017705383054946663,116.97983258294832,45.61414306663652,3.0936928284509206,0.035243616505742405,0.05335324310972511,0.001183934638356488,0.0004675478045403288,0.008400781242440671,1.5565291698514687,0.1071135270993624,0.0002372034374146082,0.0003038639292316574,0.013650951654807128,0.001183934638356488,0.3926424437745757,0.013399676603379321,True,0.06896902808188622,0.0014000809620041527,-2.6740977435349054,0.02030014052600322
56.5,DCR_on_AP_on,True,True,10,6461.577036257012,False,True,True,-3166.8459596079774,312,358120,903.9751309321477,873,0.22704508663867656,1.094065317980236,0.002288548641704672,0.2025920530505332,0.02421519952929629,8.745396546084883,0.018566786223370862,129.285921596282,4.546183859120602,0.035163796668572,0.016185532264938303,0.02116893036614272,0.4027810604540093,0.008526444221552043,0.021626745434287446,130.38827079540465,50.971571403201715,3.0728638743972914,0.03516966337498315,0.05335867142263057,0.0012204624530982836,0.00047869018230431947,0.0067640551080743825,1.4358517278785936,0.08522664190815571,0.0002401612363712001,0.00027241695995105375,0.016185532264938303,0.0012204624530982836,0.3942546162324572,0.011107209582129384,True,0.07698470287287276,0.0014648234301223573,-2.564148540853423,0.01902746098197282
57.0,DCR_on_AP_on,True,True,10,6978.038800250051,False,True,True,-3425.669800810516,288,318080,1049.6871106995086,966,0.03097529953314261,1.1352435159418344,0.0024812449833569697,0.2140217536078526,0.026254337363494015,8.750332190704931,0.020124979357134087,142.3197116164068,4.801020939682764,0.033734054721969345,0.019334347050192,0.027276930179067183,0.4049103582607214,0.011044711571058777,0.028041825083976422,143.8915917820863,56.05484525248236,3.077873678015524,0.036185158078330885,0.055131695852903805,0.0012983930956232549,0.0005239885904991262,0.00564093556177164,1.3303482158189546,0.07079434480643293,0.0002620889386758887,0.00025458821408613503,0.019334347050192,0.0012983930956232549,0.3938656466896626,0.009348848484665672,True,0.08105544051439806,0.0015529178892420435,-2.5126219076442786,0.0191587125970427
57.5,DCR_on_AP_on,True,True,10,7824.590045497807,False,True,True,-3848.8935141987167,510,321440,1261.6568409267086,1085,0.00014834703571041535,1.16707149857234,0.002509489430271669,0.24884073476123977,0.026570688132668444,8.750249476746495,0.020323020471929736,155.24621229572477,5.087249733149829,0.03276891370115523,0.02391793610016969,0.03254233305211558,0.3947702720294118,0.012846745671455388,0.033636958146995175,157.24062090154473,59.292180853699136,3.2366504338502247,0.035237141571305405,0.053883399795041,0.0012821019895128663,0.0005336542662416868,0.004699467813299386,1.2016767804666768,0.06240559878164748,0.00026032727736797654,0.00022726063406572862,0.02391793610016969,0.0012821019895128663,0.3819235263579564,0.007741592955436011,True,0.08585041882873765,0.0015537423898610164,-2.4551488130397474,0.01809825055088625
58.0,DCR_on_AP_on,True,True,10,8589.220026861625,False,True,True,-4231.1993334183935,289,322000,1354.805048944504,1200,0.0011559934468817082,1.2032459671234577,0.002552502978590477,0.2635726969189954,0.027081009068489852,8.753477899475211,0.020691444872784202,168.14985155649723,5.379717115392213,0.031993588252349214,0.028646378009656113,0.041445812483749164,0.3903217552269076,0.016177202275462252,0.0432378398879474,170.87004571771564,62.912351039457555,3.345527508613897,0.03457204537307162,0.05304575640392642,0.0012791624805550265,0.0005548511383304934,0.003780509737833529,1.0397357466121275,0.0518671465385667,0.00026730762137806255,0.00020585017153488787,0.028646378009656113,0.0012791624805550265,0.3741445529514454,0.006184514231327577,True,0.08616667853283257,0.0015370718727587508,-2.4514717359899825,0.01783835583465216
58.5,DCR_on_AP_on,True,True,10,9560.751638484204,False,True,True,-4716.219227626454,343,373800,1555.129406599891,1323,9.110532261775113e-06,1.2242422869126062,0.0023987676045135443,0.2215418844365465,0.025542028353493857,8.757517099275761,0.019498407256170178,181.15392296776486,5.522328414932312,0.030484177899448385,0.03294034536705688,0.04865061148152381,0.39548218536340546,0.01924045014797902,0.051138532350650655,184.63940599173696,68.15766631847355,3.3157313843846983,0.03210802577197263,0.04927426005103354,0.0011890785010319873,0.000537855881084055,0.003169294840893315,0.9308396062247742,0.04270481432984853,0.00026271763045141187,0.00017743552829868899,0.03294034536705688,0.0011890785010319873,0.3762417352154265,0.005139409562082995,True,0.09298556599122366,0.001461067038272594,-2.375311002269774,0.015712836962357094
59.0,DCR_on_AP_on,True,True,10,9944.461783267769,False,True,True,-4909.124705494149,332,302958,1658.7005985770293,1413,5.650884355974836e-06,1.2483255579181416,0.0026982682438756646,0.24111119488447427,0.028906161979494076,8.768860628778915,0.02210789659592832,193.85684492725665,5.727630248037825,0.029545669383957408,0.03550719582978739,0.05853419867305091,0.3904764849449614,0.022856228146922942,0.06217347309965999,198.2876812027567,71.26570311421561,3.4403966131244794,0.03585511600104215,0.055065210174255974,0.0013208612094378358,0.0006271277458396499,0.0030972277103896695,0.9502233592605244,0.04330468463687417,0.0003046850311251176,0.00018514697527279226,0.03550719582978739,0.0013208612094378358,0.3676202567980385,0.004902787722005571,True,0.0972788300863242,0.0016435160399249254,-2.3301738870873754,0.016894899316392754
59.5,DCR_on_AP_on,True,True,10,11138.824271170386,False,True,True,-5505.137102228124,252,382752,1819.5144582797793,1567,8.51704701854195e-06,1.270643905971873,0.002431664061103136,0.27663981920528885,0.026209938226749743,8.788442792432592,0.020101970656654887,206.574171886148,6.0263389291549405,0.029172760922291475,0.04163767048160223,0.06744802460651227,0.3903244093222576,0.026326610364489998,0.07232628999370545,212.0125696207618,75.19254388808143,3.494538718988373,0.03204740050745713,0.04923054915323632,0.0011793829723318015,0.0005802598081063184,0.0025043349391954714,0.8071738048093321,0.03541854338508005,0.0002825401526056275,0.00015529320644343088,0.04163767048160223,0.0011793829723318015,0.3639977989577676,0.003908391300717092,True,0.10169132214614758,0.0014858974401761895,-2.285813307531411,0.014611841097322978
60.0,DCR_on_AP_on,True,True,10,11821.828728688863,False,True,True,-5846.713380676229,532,377144,1973.9104469532494,1698,3.221261270032116e-06,1.287779927795633,0.002471948723056823,0.37007666280672624,0.026726840319296525,8.781352962390388,0.02051327124966471,219.23227491932056,6.253999365318871,0.028526818725118818,0.04699351503592581,0.07842709196478104,0.38827320701736434,0.030451138514211298,0.08510134280312834,225.90814728967445,78.44614609428321,3.5893701815721757,0.03253516932462912,0.050006640034169,0.0011945534853720014,0.0006140038133332769,0.0023180700972386015,0.7725580379581323,0.033576825887728035,0.00029981027889830963,0.00014854759865559462,0.04699351503592581,0.0011945534853720014,0.35782206850315307,0.0035248698164500555,True,0.1034855423801124,0.0015097132427140396,-2.268323363182544,0.014588639224295862
